#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
usp000hhvx|2010-08-10T12:39:44.430|-17.461|167.867|30.5|us|us|us|usp000hhvx|mb|5.1|us|56 km WNW of Port-Vila, Vanuatu
usp000hhvs|2010-08-10T11:49:17.380|-17.404|167.801|37.2|us|us|us|usp000hhvs|mb|5.1|us|65 km NW of Port-Vila, Vanuatu
usp000hhvh|2010-08-10T09:53:58.080|-17.551|167.71|35|us|us|us|usp000hhvh|mb|5.1|us|67 km WNW of Port-Vila, Vanuatu
usp000hhvd|2010-08-10T09:21:53.440|-17.66|167.801|35|us|us|us|usp000hhvd|mb|5|us|55 km W of Port-Vila, Vanuatu
usp000hhun|2010-08-10T06:14:36.210|-17.386|167.781|35|us|us|us|usp000hhun|mb|5.3|us|68 km NW of Port-Vila, Vanuatu
usp000hhuj|2010-08-10T06:08:04.100|-17.573|168.126|35|us|us|us|usp000hhuj|mb|5|us|26 km NW of Port-Vila, Vanuatu
usp000hhug|2010-08-10T06:01:38.870|-17.74|167.685|35|us|us|us|usp000hhug|mb|5|us|66 km W of Port-Vila, Vanuatu
usp000hhuf|2010-08-10T06:01:02.000|-17.428|167.706|35|us|us|us|usp000hhuf|mb|5|us|72 km WNW of Port-Vila, Vanuatu
usp000hhue|2010-08-10T05:50:37.540|39.406|143.148|22.4|us|us|us|usp000hhue|mwr|5.9|nied|103 km E of Yamada, Japan
usp000hhuc|2010-08-10T05:23:44.980|-17.541|168.069|25|us|us|us|usp000hhuc|mwc|7.3|us|33 km NW of Port-Vila, Vanuatu
usp000hhub|2010-08-10T04:52:41.360|-14.001|-72.719|88.6|us|us|us|usp000hhub|mwc|5|gcmt|8 km NW of Curpahuasi, Peru
usp000hhu6|2010-08-10T01:41:04.110|28.616|142.255|19.6|us|us|us|usp000hhu6|mwc|5|gcmt|Bonin Islands, Japan region
usp000hhu0|2010-08-09T22:21:43.230|13.608|92.817|20.9|us|us|us|usp000hhu0|mwc|5.2|gcmt|211 km N of Bamboo Flat, India
usp000hhtw|2010-08-09T20:25:51.150|-21.055|-174.622|19.6|us|us|us|usp000hhtw|mwc|5.2|gcmt|45 km NE of ‘Ohonua, Tonga
usp000hhtg|2010-08-09T12:13:43.000|-38.717|-73.149|38.7|guc|us|us|usp000hhtg|mb|5|us|1 km ESE of Carahue, Chile
usp000hhta|2010-08-09T09:11:06.970|18.944|39.262|10|us|us|us|usp000hhta|mwc|5|gcmt|171 km ENE of Tok?r, Sudan
usp000hhsy|2010-08-09T03:34:15.980|-6.082|112.995|598.5|us|us|us|usp000hhsy|mwc|5.3|gcmt|110 km NNE of Bangkalan, Indonesia
usp000hhsx|2010-08-09T02:54:50.810|30.309|94.829|44.8|us|us|us|usp000hhsx|mb|5|us|202 km NNE of Shi Yomi, India
usp000hhqj|2010-08-07T16:04:06.970|29.484|128.318|236|us|us|us|usp000hhqj|mwc|5.3|gcmt|168 km NW of Naze, Japan
usp000hhqd|2010-08-07T12:51:58.070|-13.43|167.832|38.9|us|us|us|usp000hhqd|mwc|5.3|gcmt|57 km NNE of Sola, Vanuatu
usp000hhq9|2010-08-07T11:17:57.340|12.837|144.838|40.3|us|us|us|usp000hhq9|mwc|5|gcmt|49 km SSE of Inarajan Village, Guam
usp000hhq3|2010-08-07T07:02:37.430|-15.215|167.453|159.4|us|us|us|usp000hhq3|mwc|5.2|gcmt|45 km ESE of Port-Olry, Vanuatu
usp000hhpa|2010-08-06T21:05:28.270|-38.255|-73.501|23|us|us|us|usp000hhpa|mb|5|us|51 km S of Cañete, Chile
usp000hhnc|2010-08-06T08:58:39.500|-7.4|128.454|57|us|us|us|usp000hhnc|mwc|5.4|gcmt|202 km NE of Lospalos, Timor Leste
usp000hhn3|2010-08-06T05:03:59.480|-21.763|-179.451|595.3|us|us|us|usp000hhn3|mwc|5.5|gcmt|Fiji region
usp000hhmy|2010-08-06T02:43:11.280|-6.195|150.142|55.6|us|us|us|usp000hhmy|mwc|5|gcmt|65 km E of Kandrian, Papua New Guinea
usp000hhmb|2010-08-05T20:35:51.110|-19.958|-70.357|42.7|us|us|us|usp000hhmb|mwc|5.2|gcmt|35 km NW of Iquique, Chile
usp000hhk0|2010-08-05T06:27:16.130|-37.432|-73.323|23.7|us|us|us|usp000hhk0|mwc|5.4|gcmt|5 km NNE of Curanilahue, Chile
usp000hhjy|2010-08-05T06:01:47.440|-37.443|-73.281|18|us|us|us|usp000hhjy|mwc|5.9|gcmt|6 km NE of Curanilahue, Chile
usp000hhju|2010-08-05T05:09:22.840|-6.017|150.64|38.6|us|us|us|usp000hhju|mwc|5.4|gcmt|75 km SE of Kimbe, Papua New Guinea
usp000hhjc|2010-08-05T01:12:45.160|-6.122|150.733|35|us|us|us|usp000hhjc|mb|5.1|us|91 km SE of Kimbe, Papua New Guinea
usp000hhhx|2010-08-04T22:01:43.620|-5.746|150.765|44|us|us|us|usp000hhhx|mww|7|us|72 km ESE of Kimbe, Papua New Guinea
usp000hhhv|2010-08-04T21:32:44.670|-6.983|150.788|44.2|us|us|us|usp000hhhv|mb|5|us|161 km ESE of Kandrian, Papua New Guinea
usp000hhfu|2010-08-04T10:07:12.000|-21.842|-175.039|35|us|us|us|usp000hhfu|mwc|5.5|gcmt|57 km S of ‘Ohonua, Tonga
usp000hhfk|2010-08-04T07:15:33.510|-5.486|146.822|220|us|us|us|usp000hhfk|mwc|6.5|gcmt|118 km ESE of Madang, Papua New Guinea
usp000hhfd|2010-08-04T04:46:20.380|-26.916|-177.245|19|us|us|us|usp000hhfd|mwc|6|us|south of the Fiji Islands
usp000hhfc|2010-08-04T04:24:36.260|-23.91|-66.649|178.4|us|us|us|usp000hhfc|mwc|5.1|gcmt|47 km NW of San Antonio de los Cobres, Argentina
usp000hhf1|2010-08-03T22:30:23.800|-22.562|171.502|16|us|us|us|usp000hhf1|mwc|5.6|gcmt|southeast of the Loyalty Islands
usp000hhev|2010-08-03T19:42:13.160|-9.5|39.064|10|us|us|us|usp000hhev|mwc|5.3|gcmt|56 km N of Mbekenyera, Tanzania
usp000hhef|2010-08-03T16:26:25.090|38.452|69.637|23.7|us|us|us|usp000hhef|mwc|5.2|gcmt|28 km ENE of Norak, Tajikistan
usp000hhe9|2010-08-03T12:08:25.950|1.239|126.213|41|us|us|us|usp000hhe9|mwc|6.3|us|139 km WNW of Ternate, Indonesia
usp000hhe2|2010-08-03T08:03:20.110|-6.35|103.964|47.1|us|us|us|usp000hhe2|mwc|5|gcmt|176 km SW of Bandar Lampung, Indonesia
usp000hhdt|2010-08-03T05:29:18.000|-19.932|-70.334|33.3|us|us|us|usp000hhdt|mwc|5.1|gcmt|36 km NNW of Iquique, Chile
usp000hhdk|2010-08-03T01:48:12.880|10.94|93.246|83.8|us|us|us|usp000hhdk|mb|5.1|us|97 km SE of Port Blair, India
usp000hhde|2010-08-02T23:13:29.800|-6.498|104.618|41.7|us|us|us|usp000hhde|mwb|5.4|us|134 km W of Labuan, Indonesia
usp000hhd8|2010-08-02T21:47:41.870|-37.404|78.287|10|us|us|us|usp000hhd8|mwc|5.2|gcmt|Mid-Indian Ridge
usp000hhbp|2010-08-02T03:30:02.890|7.103|-34.206|10|us|us|us|usp000hhbp|mwb|5.8|us|central Mid-Atlantic Ridge
usp000hham|2010-08-01T15:46:21.170|7.604|136.002|35|us|us|us|usp000hham|mwc|5.2|gcmt|150 km E of Ulimang, Palau
usp000hh98|2010-08-01T07:25:03.410|-31.522|179.741|385.4|us|us|us|usp000hh98|mwc|5.4|gcmt|Kermadec Islands region
usp000hh8s|2010-07-31T23:12:56.900|-6.996|150.65|43.2|us|us|us|usp000hh8s|mb|5.2|us|149 km SE of Kandrian, Papua New Guinea
usp000hh7q|2010-07-31T11:36:56.590|-0.763|-16.025|10|us|us|us|usp000hh7q|mwc|5.5|gcmt|north of Ascension Island
usp000hh7b|2010-07-31T06:52:57.800|29.703|56.812|4|teh|us|us|usp000hh7b|mwc|5.4|gcmt|33 km SE of Bards?r, Iran
usp000hh73|2010-07-31T05:15:13.640|13.436|-90.493|79.3|us|us|us|usp000hh73|mwc|5|gcmt|59 km SSE of Iztapa, Guatemala
usp000hh70|2010-07-31T04:28:19.960|-6.103|150.404|35|us|us|us|usp000hh70|mwc|5.4|gcmt|67 km SSE of Kimbe, Papua New Guinea
usp000hh6t|2010-07-31T01:58:29.980|-1.074|67.456|10|us|us|us|usp000hh6t|mwc|5|gcmt|Carlsberg Ridge
usp000hh6a|2010-07-30T20:43:05.350|27.691|139.672|496.9|us|us|us|usp000hh6a|mwc|5.3|gcmt|Bonin Islands, Japan region
usp000hh5w|2010-07-30T14:41:27.200|11.623|-86.695|80.6|us|us|us|usp000hh5w|mwc|5.2|gcmt|26 km SW of Masachapa, Nicaragua
usp000hh5v|2010-07-30T13:50:12.570|35.221|59.317|19|us|us|us|usp000hh5v|mwc|5.5|gcmt|10 km ESE of Torbat-e ?eydar?yeh, Iran
usp000hh5j|2010-07-30T12:10:54.000|-37.425|-73.642|15.9|guc|us|us|usp000hh5j|ml|5.1|guc|20 km N of Lebu, Chile
usp000hh5e|2010-07-30T11:39:55.430|2.094|126.583|50.7|us|us|us|usp000hh5e|mwc|5.5|gcmt|163 km WNW of Tobelo, Indonesia
usp000hh49|2010-07-29T23:28:05.900|-20.147|66.855|10|us|us|us|usp000hh49|mwc|5|gcmt|Mauritius - Reunion region
usp000hh42|2010-07-29T19:34:46.490|3.924|-74.999|51.4|us|us|us|usp000hh42|mwc|5.1|gcmt|1 km ESE of Saldaña, Colombia
usp000hh3t|2010-07-29T13:59:16.250|-15.6|-172.981|25.8|us|us|us|usp000hh3t|mwc|5|gcmt|95 km ENE of Hihifo, Tonga
usp000hh3f|2010-07-29T07:31:56.240|6.548|123.222|618|us|us|us|usp000hh3f|mwc|6.6|us|89 km W of Bantogon, Philippines
usp000hh38|2010-07-29T05:30:11.510|-17.838|179.508|35|us|us|us|usp000hh38|mwc|5.2|gcmt|32 km NE of Levuka, Fiji
usp000hh1g|2010-07-28T18:21:09.680|-12.236|165.523|28.9|us|us|us|usp000hh1g|mwc|5.2|gcmt|169 km S of Lata, Solomon Islands
usp000hgx5|2010-07-27T16:54:12.830|-7.318|126.393|377.7|us|us|us|usp000hgx5|mwc|5.5|gcmt|128 km N of Baukau, Timor Leste
usp000hgvu|2010-07-26T23:31:04.710|38.933|142.156|19.5|us|us|us|usp000hgvu|mwc|5|gcmt|41 km ESE of ?funato, Japan
usp000hgvt|2010-07-26T23:19:18.230|-24.554|-176.929|116.9|us|us|us|usp000hgvt|mb|5|us|south of the Fiji Islands
usp000hgvs|2010-07-26T23:06:49.750|6.669|123.25|625.7|us|us|us|usp000hgvs|mwc|5.4|gcmt|83 km SSE of Olutanga, Philippines
usp000hgvr|2010-07-26T22:58:19.350|-23.966|-176.095|35|us|us|us|usp000hgvr|mb|5|us|south of the Fiji Islands
usp000hgvd|2010-07-26T17:31:31.260|-24.053|-66.825|193.2|us|us|us|usp000hgvd|mwb|5.6|us|54 km WNW of San Antonio de los Cobres, Argentina
usp000hgvb|2010-07-26T17:08:49.850|-3.832|141.4|35|us|us|us|usp000hgvb|mwc|5.6|gcmt|127 km S of Vanimo, Papua New Guinea
usp000hgv9|2010-07-26T16:37:02.740|6.799|123.623|606.2|us|us|us|usp000hgv9|mb|5|us|43 km W of Gadung, Philippines
usp000hgv1|2010-07-26T13:19:13.900|-4.873|153.444|53.8|us|us|us|usp000hgv1|mb|5|us|142 km ESE of Kokopo, Papua New Guinea
usp000hgs6|2010-07-25T08:18:29.180|6.82|123.562|618.4|us|us|us|usp000hgs6|mwc|5.3|gcmt|50 km W of Gadung, Philippines
usp000hgre|2010-07-25T04:11:38.130|-15.051|-173.556|10|us|us|us|usp000hgre|mwc|5.1|gcmt|103 km NNE of Hihifo, Tonga
usp000hgrc|2010-07-25T03:52:11.670|22.759|120.84|32|us|us|us|usp000hgrc|mwc|5.2|gcmt|51 km NE of Donggang, Taiwan
usp000hgrb|2010-07-25T03:39:17.410|-15.069|-173.548|7|us|us|us|usp000hgrb|mwc|5.9|us|101 km NNE of Hihifo, Tonga
usp000hgqw|2010-07-24T23:51:12.640|-1.422|120.636|46.6|us|us|us|usp000hgqw|mb|5.1|us|13 km WSW of Poso, Indonesia
usp000hgqq|2010-07-24T21:46:36.000|-34.007|-72.308|23.5|guc|us|us|usp000hgqq|mb|5.2|us|79 km SW of San Antonio, Chile
usp000hgqm|2010-07-24T20:28:05.630|-8.137|68.032|10|us|us|us|usp000hgqm|mwc|5.1|gcmt|Chagos Archipelago region
usp000hgqh|2010-07-24T19:17:56.000|-12.548|114.522|10|us|us|us|usp000hgqh|mwc|5|gcmt|northwest of Australia
usp000hgpz|2010-07-24T15:17:50.590|-1.348|99.533|35|us|us|us|usp000hgpz|mb|5|us|101 km WSW of Padang, Indonesia
usp000hgpb|2010-07-24T11:56:24.990|6.717|123.646|598.5|us|us|us|usp000hgpb|mb|5.1|us|42 km WSW of Gadung, Philippines
usp000hgp5|2010-07-24T10:22:06.070|-5.506|147.666|171.2|us|us|us|usp000hgp5|mb|5|us|118 km N of Finschhafen, Papua New Guinea
usp000hgnu|2010-07-24T07:55:40.440|-10.831|165.519|50.4|us|us|us|usp000hgnu|mb|5.1|us|32 km WSW of Lata, Solomon Islands
usp000hgnt|2010-07-24T07:46:18.900|-6.503|149.817|42.1|us|us|us|usp000hgnt|mb|5.1|us|44 km SE of Kandrian, Papua New Guinea
usp000hgnj|2010-07-24T05:35:01.060|6.218|123.519|553|us|us|us|usp000hgnj|mwc|6.6|gcmt|63 km WSW of Sangay, Philippines
usp000hgn1|2010-07-24T02:11:25.650|0.997|99.541|42|us|us|us|usp000hgn1|mb|5.3|us|51 km SE of Padangsidempuan, Indonesia
usp000hgmq|2010-07-23T23:15:10.190|6.776|123.259|640.6|us|us|us|usp000hgmq|mwc|7.5|gcmt|72 km S of Panubigan, Philippines
usp000hgmm|2010-07-23T23:02:58.590|6.725|124.026|591.2|us|us|us|usp000hgmm|mb|5.4|us|3 km NNW of Taguisa, Philippines
usp000hgmk|2010-07-23T22:59:48.930|7.319|123.765|601.7|us|us|us|usp000hgmk|mb|5.8|us|29 km W of Litayan, Philippines
usp000hgmj|2010-07-23T22:57:40.640|6.545|123.431|611.5|us|us|us|usp000hgmj|mb|5.8|us|66 km W of Bantogon, Philippines
usp000hgmh|2010-07-23T22:51:11.840|6.497|123.48|578|us|us|us|usp000hgmh|mwc|7.6|us|61 km W of Bantogon, Philippines
usp000hgmg|2010-07-23T22:21:54.140|6.647|123.694|614.3|us|us|us|usp000hgmg|mb|5|us|38 km W of Taguisa, Philippines
usp000hgmf|2010-07-23T22:20:47.360|6.867|123.622|617.2|us|us|us|usp000hgmf|mb|5.2|us|44 km W of Gadung, Philippines
usp000hgme|2010-07-23T22:19:35.230|6.684|123.571|605.3|us|us|us|usp000hgme|mb|5.5|us|51 km WSW of Gadung, Philippines
usp000hgmd|2010-07-23T22:08:11.250|6.718|123.409|607.1|us|us|us|usp000hgmd|mwc|7.3|us|68 km W of Gadung, Philippines
usp000hgkz|2010-07-23T18:31:14.710|-22.143|170.117|48.5|us|us|us|usp000hgkz|mwc|5.2|gcmt|240 km ESE of Tadine, New Caledonia
usp000hgkk|2010-07-23T14:34:13.250|-4.533|102.451|35|us|us|us|usp000hgkk|mb|5.1|us|83 km SSE of Bengkulu, Indonesia
usp000hghk|2010-07-22T23:27:10.980|26.777|143.119|15.1|us|us|us|usp000hghk|mwr|5|nied|Bonin Islands, Japan region
usp000hgha|2010-07-22T22:26:49.380|1.361|126.932|79.5|us|us|us|usp000hgha|mwc|5.3|gcmt|80 km NW of Ternate, Indonesia
usp000hgh2|2010-07-22T21:06:34.200|35.839|140.413|47|us|us|us|usp000hgh2|mwc|5.1|gcmt|9 km WSW of Sawara, Japan
usp000hgeq|2010-07-22T05:03:56.440|-15.132|168.162|6|us|us|us|usp000hgeq|mwc|6.1|us|115 km ENE of Luganville, Vanuatu
usp000hgej|2010-07-22T04:45:04.440|-2.892|128.048|36.3|us|us|us|usp000hgej|mwc|5|gcmt|90 km N of Ambon, Indonesia
usp000hgec|2010-07-22T03:58:55.760|-6.3|150.552|35|us|us|us|usp000hgec|mwc|5|gcmt|94 km SSE of Kimbe, Papua New Guinea
usp000hgeb|2010-07-22T03:54:28.950|-6.332|150.45|41|us|us|us|usp000hgeb|mwc|5.1|gcmt|93 km SSE of Kimbe, Papua New Guinea
usp000hgd3|2010-07-21T22:36:32.990|-15.173|168.177|35|us|us|us|usp000hgd3|mwc|5|gcmt|115 km ENE of Luganville, Vanuatu
usp000hgd2|2010-07-21T22:25:32.490|-5.001|101.131|25.7|us|us|us|usp000hgd2|mb|5.2|us|182 km SW of Bengkulu, Indonesia
usp000hgb4|2010-07-21T11:29:45.490|-35.576|-104.013|10|us|us|us|usp000hgb4|mwc|5.3|gcmt|southeast of Easter Island
usp000hgaq|2010-07-21T09:16:04.420|3.039|128.222|100|us|us|us|usp000hgaq|mwc|6.1|us|146 km N of Tobelo, Indonesia
usp000hg8f|2010-07-20T23:54:33.440|-2.769|141.175|38.5|us|us|us|usp000hg8f|mwc|5.3|gcmt|16 km WSW of Vanimo, Papua New Guinea
usp000hg7y|2010-07-20T21:50:30.130|11.735|125.395|45.9|us|us|us|usp000hg7y|mb|5|us|4 km SW of Nena, Philippines
usp000hg7k|2010-07-20T21:06:38.620|-22.775|171.759|42.5|us|us|us|usp000hg7k|mwc|5.5|gcmt|southeast of the Loyalty Islands
usp000hg7d|2010-07-20T20:31:08.860|-6.015|150.696|35|us|us|us|usp000hg7d|mwc|5.6|gcmt|80 km SE of Kimbe, Papua New Guinea
usp000hg76|2010-07-20T19:50:10.920|27.056|53.812|10|us|us|us|usp000hg76|mb|5.1|us|58 km NNW of K?sh, Iran
usp000hg74|2010-07-20T19:38:09.530|27.022|53.861|10|us|us|us|usp000hg74|mwc|5.8|gcmt|53 km NNW of K?sh, Iran
usp000hg73|2010-07-20T19:18:20.370|-5.902|150.712|24|us|us|us|usp000hg73|mwc|6.3|gcmt|74 km ESE of Kimbe, Papua New Guinea
usp000hg6s|2010-07-20T17:19:50.290|-29.031|-13.096|10|us|us|us|usp000hg6s|mwc|5.8|gcmt|southern Mid-Atlantic Ridge
usp000hg4p|2010-07-20T08:32:03.590|-8.71|157.697|25.3|us|us|us|usp000hg4p|mwc|5|gcmt|115 km SE of Gizo, Solomon Islands
usp000hfym|2010-07-19T15:34:22.490|-6.064|151.032|46.5|us|us|us|usp000hfym|mwc|5.2|gcmt|114 km ESE of Kimbe, Papua New Guinea
usp000hfw1|2010-07-19T10:36:59.690|-6.228|150.422|35|us|us|us|usp000hfw1|mwc|5|gcmt|81 km SSE of Kimbe, Papua New Guinea
usp000hfuc|2010-07-19T07:25:42.290|-6.068|150.495|35.9|us|us|us|usp000hfuc|mwc|5.2|gcmt|69 km SE of Kimbe, Papua New Guinea
usp000hfua|2010-07-19T07:24:41.160|-6.122|150.458|35|us|us|us|usp000hfua|mb|5|us|72 km SSE of Kimbe, Papua New Guinea
usp000hfsj|2010-07-19T03:01:12.630|-6.492|150.197|35|us|us|us|usp000hfsj|mwc|5.4|gcmt|78 km ESE of Kandrian, Papua New Guinea
usp000hfqw|2010-07-18T22:59:04.000|-37.28|-73.844|18.3|guc|us|us|usp000hfqw|mb|5|us|40 km NNW of Lebu, Chile
usp000hfqd|2010-07-18T20:50:28.250|-6.108|150.625|43.1|us|us|us|usp000hfqd|mb|5.1|us|81 km SE of Kimbe, Papua New Guinea
usp000hfku|2010-07-18T13:34:59.360|-5.931|150.59|35|us|us|us|usp000hfku|mwc|7.3|gcmt|New Britain region, Papua New Guinea
usp000hfka|2010-07-18T13:04:09.410|-5.966|150.428|28|us|us|us|usp000hfka|mwc|6.9|gcmt|56 km SE of Kimbe, Papua New Guinea
usp000hfk9|2010-07-18T13:03:24.500|24.131|122.47|26.9|us|us|us|usp000hfk9|mb|5.1|us|65 km SW of Yonakuni, Japan
usp000hfd1|2010-07-17T16:20:01.580|-15.661|-175.223|10|us|us|us|usp000hfd1|mwc|5.6|gcmt|156 km WNW of Hihifo, Tonga
usp000hfcn|2010-07-17T06:07:43.550|-24.715|-69.817|55|us|us|us|usp000hfcn|mwb|5.5|us|102 km NE of Taltal, Chile
usp000hfch|2010-07-17T04:34:00.500|-20.676|-178.859|608.3|us|us|us|usp000hfch|mwc|5.2|gcmt|Fiji region
usp000hfcb|2010-07-17T01:03:49.720|-5.777|147.109|69.7|us|us|us|usp000hfcb|mb|5|us|105 km N of Lae, Papua New Guinea
usp000hfc7|2010-07-16T18:53:10.450|39.34|23.992|9.1|us|us|us|usp000hfc7|mwc|5|gcmt|24 km NNE of Patitírion, Greece
usp000hfbp|2010-07-16T08:11:01.900|36.81|26.91|165|ath|us|us|usp000hfbp|mwc|5.1|gcmt|8 km NNW of Kéfalos, Greece
usp000hfbm|2010-07-16T05:58:26.420|-8.234|118.591|47.6|us|us|us|usp000hfbm|mwc|5|gcmt|29 km NNW of Bima, Indonesia
usp000hfbk|2010-07-16T05:45:52.540|-8.275|118.584|40.4|us|us|us|usp000hfbk|mwc|5.1|gcmt|25 km NW of Bima, Indonesia
usp000hfbc|2010-07-16T02:25:23.960|-21.281|-68.244|120.1|us|us|us|usp000hfbc|mwc|5.1|gcmt|147 km NNE of Calama, Chile
usp000hfb7|2010-07-16T00:06:42.520|12.826|-88.535|62.4|us|us|us|usp000hfb7|mwc|5.1|gcmt|50 km S of Puerto El Triunfo, El Salvador
usp000hfa8|2010-07-15T01:02:02.000|-38.133|-74.169|27.2|guc|us|us|usp000hfa8|mb|5|us|73 km SW of Lebu, Chile
usp000hfa7|2010-07-15T00:36:02.000|-34.153|-72.303|8.8|guc|us|us|usp000hfa7|mwc|5.4|gcmt|89 km SW of San Antonio, Chile
usp000hf9k|2010-07-14T15:05:50.400|-38.224|-73.23|35|us|us|us|usp000hf9k|mwc|5.8|gcmt|49 km W of Traiguén, Chile
usp000hf8z|2010-07-14T08:32:21.490|-38.067|-73.31|22|us|us|us|usp000hf8z|mwc|6.6|gcmt|30 km SSE of Cañete, Chile
usp000hf8x|2010-07-14T08:21:14.370|-38.098|-73.412|35|us|us|us|usp000hf8x|mb|5.1|us|32 km S of Cañete, Chile
usp000hf8g|2010-07-13T23:56:30.500|-2.433|138.795|31.1|us|us|us|usp000hf8g|mwc|5.7|gcmt|205 km W of Abepura, Indonesia
usp000hf8f|2010-07-13T22:21:05.270|1.369|97.182|42.9|us|us|us|usp000hf8f|mb|5|us|121 km SSW of Singkil, Indonesia
usp000hf7u|2010-07-13T04:26:25.260|1.394|97.144|32.6|us|us|us|usp000hf7u|mwc|5.1|gcmt|122 km SW of Singkil, Indonesia
usp000hf72|2010-07-12T16:53:06.830|6.619|123.397|618|us|us|us|usp000hf72|mwc|5.3|gcmt|71 km W of Bantogon, Philippines
usp000hf5z|2010-07-12T00:11:21.250|-22.146|-68.216|115|us|us|us|usp000hf5z|mwb|6.3|us|80 km ENE of Calama, Chile
usp000hf5w|2010-07-11T21:08:25.420|7.596|91.898|42.8|us|us|us|usp000hf5w|mb|5.2|us|Nicobar Islands, India region
usp000hf5f|2010-07-11T13:23:40.160|-38.965|177.353|37.7|wel|us|us|usp000hf5f|mwc|5.1|gcmt|7 km N of Wairoa, New Zealand
usp000hf4t|2010-07-11T03:00:05.520|-30.813|-178.268|60.2|us|us|us|usp000hf4t|mwc|5|gcmt|Kermadec Islands, New Zealand
usp000hf4f|2010-07-10T23:04:22.600|-30.582|-179.944|406.4|us|us|us|usp000hf4f|mwc|5.2|gcmt|Kermadec Islands region
usp000hf41|2010-07-10T14:49:50.970|-25.261|-176.538|72.8|us|us|us|usp000hf41|mb|5|us|south of the Fiji Islands
usp000hf3w|2010-07-10T12:54:19.920|-7.863|158.709|47.2|us|us|us|usp000hf3w|mwc|5.7|gcmt|102 km WNW of Buala, Solomon Islands
usp000hf3t|2010-07-10T11:43:32.790|11.143|145.999|13|us|us|us|usp000hf3t|mwc|6.3|us|272 km SSE of Inarajan Village, Guam
usp000hf3k|2010-07-10T08:42:28.680|-10.532|161.338|59.5|us|us|us|usp000hf3k|mb|5|us|64 km W of Kirakira, Solomon Islands
usp000hf3g|2010-07-10T06:18:23.650|-39.923|-16.526|10|us|us|us|usp000hf3g|mwc|5.2|gcmt|southern Mid-Atlantic Ridge
usp000hf3f|2010-07-10T05:39:43.080|14.006|145.026|136|us|us|us|usp000hf3f|mwc|5.6|gcmt|54 km NNE of Yigo Village, Guam
usp000hf2k|2010-07-09T16:56:30.120|-6.005|147.076|10|us|us|us|usp000hf2k|mb|5|us|79 km N of Lae, Papua New Guinea
usp000hf2a|2010-07-09T10:13:38.760|-6.04|105.495|67.6|us|us|us|usp000hf2a|mb|5.1|us|52 km NW of Labuan, Indonesia
usp000hf24|2010-07-09T08:39:05.650|-6.335|-107.518|10|us|us|us|usp000hf24|mwc|5|gcmt|central East Pacific Rise
usp000hf1u|2010-07-09T00:41:19.540|24.753|122.596|126.3|us|us|us|usp000hf1u|mwc|5.2|gcmt|51 km NW of Yonakuni, Japan
usp000hf1h|2010-07-08T19:43:37.810|24.421|122.11|24.6|us|us|us|usp000hf1h|mwc|5|gcmt|51 km SE of Yilan, Taiwan
usp000hf1a|2010-07-08T13:46:58.420|14.372|93.26|35|us|us|us|usp000hf1a|mwc|5|gcmt|Andaman Islands, India region
usp000hf19|2010-07-08T12:48:21.980|-24.007|-179.788|510.7|us|us|us|usp000hf19|mwc|5.8|gcmt|south of the Fiji Islands
usp000hf0w|2010-07-08T04:55:17.060|-5.62|153.815|71.4|us|us|us|usp000hf0w|mwc|5.2|gcmt|200 km WNW of Panguna, Papua New Guinea
ci10736069|2010-07-07T23:53:33.480|33.4173333|-116.4746667|12.318|ci|ci|ci|ci10736069|mw|5.42|ci|20km NNW of Borrego Springs, CA
usp000hf0b|2010-07-07T20:38:54.550|8.955|-75.654|39.3|us|us|us|usp000hf0b|mb|5|us|9 km NNW of Ciénaga de Oro, Colombia
usp000hezy|2010-07-07T11:31:21.300|-4.073|-103.734|10|us|us|us|usp000hezy|mwc|5|gcmt|central East Pacific Rise
usp000hezw|2010-07-07T10:50:16.940|-6.068|154.446|35|us|us|us|usp000hezw|mb|5|us|118 km WNW of Panguna, Papua New Guinea
usp000hezs|2010-07-07T09:13:31.610|-6.08|154.508|35|us|us|us|usp000hezs|mwc|5.3|gcmt|111 km WNW of Panguna, Papua New Guinea
usp000hezn|2010-07-07T06:50:40.970|-6.169|154.424|35|us|us|us|usp000hezn|mwc|5.9|gcmt|118 km W of Panguna, Papua New Guinea
usp000hez9|2010-07-06T19:08:25.870|29.841|80.397|32.8|us|us|us|usp000hez9|mwc|5|gcmt|11 km W of Dh?rchula, India
usp000hez3|2010-07-06T16:38:05.760|-22.353|171.651|128.6|us|us|us|usp000hez3|mwc|5.3|gcmt|southeast of the Loyalty Islands
usp000heyy|2010-07-06T13:54:02.140|-35.619|-71.953|47.2|us|us|us|usp000heyy|mb|5|us|20 km W of San Javier, Chile
usp000heyx|2010-07-06T13:47:49.640|10.358|-62.448|49.5|us|us|us|usp000heyx|mw|5|car|29 km SW of Güiria, Venezuela
usp000hey4|2010-07-06T01:16:20.200|-8.866|157.532|36.4|us|us|us|usp000hey4|mwc|5.2|gcmt|113 km SE of Gizo, Solomon Islands
usp000hey3|2010-07-06T00:38:48.850|-2.673|141.413|8|us|us|us|usp000hey3|mb|5|us|12 km E of Vanimo, Papua New Guinea
usp000heww|2010-07-04T21:55:51.980|39.697|142.369|27|us|us|us|usp000heww|mwc|6.3|gcmt|37 km E of Miyako, Japan
